time,lat,lon,z,oxy
1902-08-07 06:59:59.999141888,54.583332,15.5,0.0,103.260895
1902-08-07 18:00:00.000000000,55.25,16.666666,7.5,301.5044
1902-08-07 18:00:00.000000000,55.25,16.666666,0.0,166.8731
1902-08-08 09:59:59.999141888,54.9,19.25,30.0,296.276
1902-08-08 09:59:59.999141888,54.9,19.25,2.5,55.7696
1902-08-11 13:00:00.001716736,55.333332,15.5,0.0,150.3165
1902-08-12 13:00:00.001716736,55.45,20.316668,10.0,310.21838
1902-08-12 13:00:00.001716736,55.45,20.316668,0.0,270.134
1902-08-13 09:00:00.000000000,55.433334,14.683333,0.0,327.2107
1902-08-15 06:59:59.999141888,57.683334,11.383333,0.0,231.35669
1902-08-15 06:59:59.999141888,57.683334,11.383333,0.0,230.921
1902-08-16 18:00:00.000000000,54.683334,6.2,10.0,250.5275
1902-08-16 18:00:00.000000000,54.683334,6.2,15.0,238.7636
1902-08-17 06:00:00.000000000,55.35,4.133333,0.0,249.22038
1902-08-17 06:00:00.000000000,55.35,4.133333,0.0,230.921
1902-08-17 16:00:00.001716736,56.033333,3.2666667,5.0,254.88449
1902-08-18 03:00:00.000000000,56.683334,2.25,5.0,250.09178
1902-08-18 03:00:00.000000000,56.683334,2.25,0.0,219.1571
1902-08-18 22:00:00.001716736,57.4,3.6833334,0.0,260.98428
1902-08-18 22:00:00.001716736,57.4,3.6833334,5.0,226.9997
1902-08-19 06:59:59.999141888,57.9,4.8,2.5,255.75589
1902-08-19 06:59:59.999141888,57.9,4.8,0.0,246.1705
1902-08-19 09:59:59.999141888,57.883335,10.666667,183.0,198.2435
1902-08-19 13:59:59.998283264,58.133335,5.5166664,1463.0,260.54858
1902-08-19 13:59:59.998283264,58.133335,5.5166664,5.0,256.1916
1902-08-19 15:00:00.000000000,58.2,10.483334,0.0,237.8922
1902-08-20 04:00:00.000429056,58.583332,9.333333,2.5,248.34898
1902-08-20 04:00:00.000429056,58.583332,9.333333,0.0,241.8135
1902-08-20 06:59:59.999141888,58.316666,5.7666664,15.0,248.7847
1902-08-20 06:59:59.999141888,58.316666,5.7666664,2.5,246.60619
1902-08-20 06:59:59.999141888,58.316666,5.7666664,10.0,245.73479
1902-08-20 09:59:59.999141888,58.416668,9.833333,2.5,244.4277
1902-08-20 09:59:59.999141888,58.416668,9.833333,7.5,316.3182
1902-08-20 09:59:59.999141888,58.416668,9.833333,2.5,292.3547
1902-08-20 09:59:59.999141888,58.416668,9.833333,0.0,235.278
1902-08-20 09:59:59.999141888,58.416668,9.833333,0.0,259.6772
1902-08-21 03:00:00.000000000,58.35,8.933333,10.0,254.01309
1902-08-21 03:00:00.000000000,58.35,8.933333,5.0,237.4565
1902-08-21 12:00:00.000000000,58.116665,9.383333,10.0,251.83461
1902-08-21 12:00:00.000000000,58.116665,9.383333,0.0,250.96321
