time,lat,lon,surface_sal,year
1904-02-18 13:59:59.998283264,57.5,-1.3166666,34.81,1904
1904-02-18 16:14:59.998283264,69.0,36.533333,34.0,1904
1904-02-19 06:59:59.999141888,58.266666,11.45,29.4,1904
1904-02-19 08:00:00.000858112,61.15,2.0,35.25,1904
1904-02-19 09:00:00.000000000,58.316666,11.55,30.99,1904
1904-02-19 12:00:00.000000000,58.383335,11.583333,27.78,1904
1904-02-19 13:59:59.998283264,68.78333,37.333332,34.43,1904
1904-02-19 13:59:59.998283264,49.45,-4.7,35.43,1904
1904-02-19 15:00:00.000000000,61.533333,3.1666667,34.02,1904
1904-02-19 15:00:00.000000000,68.61667,37.816666,34.0,1904
1904-02-19 18:00:00.000000000,57.683334,11.383333,34.08,1904
1904-02-19 22:00:00.001716736,68.86667,37.033333,34.42,1904
1904-02-19 22:00:00.001716736,68.933334,36.75,31.92,1904
1904-02-20 08:00:00.000858112,48.566666,-5.2166667,35.44,1904
1904-02-20 22:00:00.001716736,48.45,-6.5833335,35.46,1904
1904-02-20 22:00:00.001716736,69.11667,36.2,34.4,1904
1904-02-20 22:00:00.001716736,69.2,35.7,34.45,1904
1904-02-21 04:59:59.999570944,49.1,-6.5333333,35.35,1904
1904-02-21 22:00:00.001716736,69.316666,34.333332,34.34,1904
1904-02-23 09:00:00.000000000,49.883335,-5.633333,35.21,1904
1904-02-23 12:00:00.000000000,50.4,-6.0833335,35.25,1904
1904-02-25 15:00:00.000000000,50.133335,-3.7833333,35.05,1904
1904-02-26 12:00:00.000000000,50.383335,-3.1333334,35.07,1904
1904-02-26 22:00:00.001716736,50.183334,-2.8666668,35.29,1904
1904-02-26 22:00:00.001716736,69.2,33.466667,34.34,1904
1904-02-27 06:00:00.000000000,50.383335,-2.4666667,34.9,1904
1904-02-27 16:39:59.997711360,-66.23333,-31.3,34.61,1904
1904-02-28 04:00:00.000429056,49.816666,-2.55,35.29,1904
1904-02-28 09:59:59.999141888,50.083332,-1.9666667,35.35,1904
1904-02-28 16:59:59.998283264,49.916668,-1.15,35.04,1904
1904-02-28 18:00:00.000000000,-66.71667,-27.916666,34.59,1904
1904-02-28 22:00:00.001716736,50.333332,-1.25,35.01,1904
1904-02-29 06:59:59.999141888,50.55,-1.2833333,34.43,1904
1904-02-29 06:59:59.999141888,60.65,28.616667,0.57,1904
1904-02-29 13:59:59.998283264,50.35,-0.31666666,35.28,1904
1904-02-29 19:00:00.001716736,50.0,-0.35,35.35,1904
1904-02-29 22:00:00.001716736,60.583332,28.466667,1.65,1904
1904-03-01 04:00:00.000429056,50.55,0.6,35.37,1904
1904-03-01 11:45:00.000858112,69.583336,31.283333,32.9,1904
1904-03-02 22:00:00.001716736,69.3,33.666668,34.16,1904
1904-03-03 00:00:00.000000000,-72.3,-17.980833,34.35,1904
1904-03-03 06:00:00.000000000,69.73333,31.666666,34.2,1904
1904-03-03 09:00:00.000000000,69.78333,31.966667,34.18,1904
1904-03-03 17:15:00.000000000,69.933334,32.016666,34.34,1904
1904-03-03 22:00:00.001716736,69.73333,33.2,34.2,1904
1904-03-04 00:00:00.000000000,69.73333,32.083332,34.38,1904
1904-03-04 09:59:59.999141888,69.61667,32.333332,34.38,1904
1904-03-04 10:10:00.002002944,69.61667,33.333332,34.38,1904
1904-03-04 11:49:59.999713792,69.63333,32.0,34.38,1904
1904-03-04 14:15:00.000000000,69.53333,31.916666,34.34,1904
1904-03-04 22:00:00.001716736,69.51667,32.6,33.82,1904
1904-03-05 22:00:00.001716736,69.316666,32.916668,33.82,1904
1904-03-06 08:10:00.001144320,69.38333,32.783333,34.34,1904
1904-03-06 12:00:00.000000000,-73.5,-21.466667,31.9,1904
1904-03-09 00:00:00.000000000,45.271667,12.3550005,35.91,1904
1904-03-09 00:00:00.000000000,45.041668,12.5075,34.72,1904
1904-03-09 00:00:00.000000000,45.0,12.818833,38.03,1904
1904-03-09 22:00:00.001716736,59.983334,24.95,5.55,1904
1904-03-15 22:00:00.001716736,69.2,33.466667,34.09,1904
1904-03-16 22:00:00.001716736,69.333336,32.916668,34.51,1904
1904-03-17 04:20:00.001001472,69.11667,33.433334,33.44,1904
1904-03-17 08:00:00.000858112,-71.36667,-18.25,33.93,1904
1904-03-18 08:00:00.000858112,-71.36667,-16.566668,34.67,1904
1904-03-19 00:00:00.000000000,69.333336,32.916668,34.45,1904
1904-03-19 13:00:00.001716736,55.233334,13.333333,7.32,1904
1904-03-19 21:00:00.000000000,55.433334,14.766666,7.03,1904
1904-03-20 04:00:00.000429056,55.5,15.716666,7.41,1904
1904-03-20 22:00:00.001716736,69.51667,33.033333,34.34,1904
1904-03-21 08:00:00.000858112,-69.55,-15.316667,34.61,1904
1904-03-22 12:00:00.000000000,-68.53333,-10.866667,34.14,1904
1904-04-13 22:00:00.001716736,69.2,33.466667,34.11,1904
1904-04-19 01:55:00.000071680,69.53333,33.0,34.27,1904
1904-04-21 02:00:00.000214528,70.5,32.0,34.51,1904
1904-04-22 00:00:00.000000000,66.28333,-23.233334,34.69,1904
1904-04-22 21:35:00.002288640,70.5,33.5,34.43,1904
1904-04-23 00:00:00.000000000,66.5,-20.783333,34.94,1904
1904-04-23 00:00:00.000000000,66.53333,-17.833334,34.87,1904
1904-04-23 00:00:00.000000000,66.51667,-22.416666,34.76,1904
1904-04-23 00:00:00.000000000,66.55,-23.616667,34.97,1904
1904-04-23 06:00:00.000000000,71.0,33.5,34.38,1904
1904-04-23 10:55:00.002002944,71.433334,33.5,34.43,1904
1904-04-23 16:35:00.004005376,72.0,33.5,34.85,1904
1904-04-24 00:00:00.000000000,66.15,-14.433333,34.72,1904
1904-04-24 10:40:00.000286208,69.78333,34.15,34.29,1904
1904-04-27 15:00:00.000000000,50.033333,-4.366667,35.37,1904
1904-04-27 22:59:59.998283264,49.45,-4.7,35.3,1904
1904-04-28 08:00:00.000858112,48.566666,-5.2166667,35.34,1904
1904-04-28 16:59:59.998283264,48.45,-6.5833335,35.41,1904
1904-04-29 00:30:00.000053760,49.1,-6.5333333,35.32,1904
1904-04-29 13:59:59.998283264,50.4,-6.0833335,35.19,1904
1904-04-29 16:59:59.998283264,51.383335,2.9666667,31.76,1904
1904-04-30 01:00:00.000107520,54.683334,6.2,34.41,1904
1904-04-30 06:00:00.000000000,49.883335,-5.633333,35.21,1904
1904-04-30 06:00:00.000000000,50.9,1.5333333,34.92,1904
1904-04-30 09:59:59.999141888,50.983334,1.45,35.32,1904
1904-04-30 13:00:00.001716736,55.366665,4.3,34.67,1904
1904-04-30 15:00:00.000000000,51.083332,1.35,35.07,1904
1904-04-30 22:00:00.001716736,56.033333,3.2666667,35.12,1904
1904-05-01 04:59:59.999570944,55.783333,10.816667,30.52,1904
1904-05-01 06:59:59.999141888,56.683334,2.25,35.03,1904
1904-05-01 06:59:59.999141888,55.616665,10.816667,23.77,1904
1904-05-01 06:59:59.999141888,57.6,11.5,26.42,1904
1904-05-01 08:00:00.000858112,55.5,10.883333,19.18,1904
1904-05-01 09:00:00.000000000,55.316666,10.883333,18.84,1904
1904-05-01 09:00:00.000000000,57.45,11.516666,25.34,1904
1904-05-01 09:59:59.999141888,55.333332,11.033334,17.27,1904
1904-05-01 11:00:00.000858112,57.3,11.45,23.78,1904
1904-05-01 13:00:00.001716736,57.15,11.433333,28.84,1904
1904-05-01 13:00:00.001716736,55.033333,11.033334,18.6,1904
1904-05-01 15:00:00.000000000,54.866665,10.833333,22.85,1904
1904-05-01 15:00:00.000000000,57.016666,11.666667,24.05,1904
1904-05-01 15:00:00.000000000,57.766666,10.716666,31.89,1904
1904-05-01 16:00:00.001716736,57.8,10.866667,31.64,1904
1904-05-01 16:00:00.001716736,54.733334,10.766666,16.04,1904
1904-05-01 18:00:00.000000000,54.6,11.066667,15.82,1904
1904-05-01 18:00:00.000000000,56.783333,11.783334,29.11,1904
1904-05-01 18:15:00.001716736,57.856667,10.771667,33.4,1904
1904-05-01 19:00:00.001716736,57.4,3.6833334,35.07,1904
1904-05-01 19:00:00.001716736,57.966667,10.833333,32.39,1904
1904-05-01 21:00:00.000000000,57.916668,11.083333,29.58,1904
1904-05-01 21:00:00.000000000,56.583332,11.85,23.62,1904
1904-05-01 22:00:00.001716736,57.833332,11.083333,31.67,1904
1904-05-01 22:59:59.998283264,56.366665,11.816667,34.29,1904
1904-05-02 00:00:00.000000000,55.2,11.083333,16.26,1904
1904-05-02 03:00:00.000000000,56.133335,11.183333,21.65,1904
1904-05-02 03:00:00.000000000,57.866665,11.3,32.74,1904
1904-05-02 04:00:00.000429056,51.366665,2.45,34.83,1904
1904-05-02 04:59:59.999570944,57.883335,11.383333,32.29,1904
1904-05-02 06:00:00.000000000,55.95,11.0,19.04,1904
1904-05-02 06:59:59.999141888,57.683334,11.383333,27.29,1904
1904-05-02 09:00:00.000000000,57.6,11.5,32.59,1904
1904-05-02 09:59:59.999141888,57.55,11.4,33.21,1904
1904-05-02 12:00:00.000000000,57.9,4.8,35.03,1904
1904-05-02 13:00:00.001716736,57.416668,10.8,28.39,1904
1904-05-02 13:59:59.998283264,57.416668,10.683333,30.97,1904
1904-05-02 15:00:00.000000000,55.783333,10.816667,20.43,1904
1904-05-03 06:59:59.999141888,50.133335,-3.7833333,35.25,1904
1904-05-03 09:59:59.999141888,49.933334,-3.3833332,35.32,1904
1904-05-03 09:59:59.999141888,51.533333,2.6833334,34.9,1904
1904-05-03 12:00:00.000000000,64.933334,-13.416667,34.54,1904
1904-05-03 13:59:59.998283264,51.616665,2.5,35.14,1904
1904-05-03 15:00:00.000000000,53.233334,4.25,35.17,1904
1904-05-03 16:00:00.001716736,51.716667,2.3,35.08,1904
1904-05-03 16:00:00.001716736,64.96667,-12.75,34.61,1904
1904-05-03 16:59:59.998283264,49.266666,-3.6166668,35.08,1904
1904-05-03 19:00:00.001716736,51.8,2.1666667,34.72,1904
1904-05-03 19:59:59.998283264,64.96667,-11.75,34.67,1904
1904-05-03 21:00:00.000000000,49.65,-3.15,35.13,1904
1904-05-04 01:00:00.000107520,53.733334,3.4666667,34.52,1904
1904-05-04 04:59:59.999570944,51.85,2.05,34.6,1904
1904-05-04 04:59:59.999570944,58.333332,5.7166667,34.85,1904
1904-05-04 06:00:00.000000000,50.183334,-2.8666668,35.25,1904
1904-05-04 06:59:59.999141888,64.2,-11.75,35.25,1904
1904-05-04 08:00:00.000858112,54.083332,2.95,34.56,1904
1904-05-04 09:00:00.000000000,51.95,1.85,34.23,1904
1904-05-04 09:00:00.000000000,50.383335,-3.1333334,35.1,1904
1904-05-04 12:00:00.000000000,52.033333,1.6666667,33.48,1904
1904-05-04 13:00:00.001716736,49.816666,-2.55,35.21,1904
1904-05-04 13:00:00.001716736,64.583336,-11.75,34.87,1904
1904-05-04 16:00:00.001716736,50.45,-1.8333333,35.09,1904
1904-05-04 16:00:00.001716736,54.466667,2.2666667,34.78,1904
1904-05-04 19:59:59.998283264,50.083332,-1.9666667,35.19,1904
1904-05-04 21:00:00.000000000,63.2,-11.75,35.18,1904
1904-05-04 22:00:00.001716736,54.083332,1.4666667,34.61,1904
1904-05-05 00:00:00.000000000,49.916668,-1.15,34.83,1904
1904-05-05 00:00:00.000000000,50.383335,-2.4666667,35.0,1904
1904-05-05 01:00:00.000107520,63.716667,-11.75,35.25,1904
1904-05-05 04:00:00.000429056,50.333332,-1.25,34.85,1904
1904-05-05 04:59:59.999570944,57.866665,7.3333335,33.57,1904
1904-05-05 06:00:00.000000000,53.716667,0.55,34.23,1904
1904-05-05 06:59:59.999141888,50.55,-1.2833333,34.47,1904
1904-05-05 11:00:00.000858112,63.666668,-10.633333,35.2,1904
1904-05-05 15:00:00.000000000,57.533333,7.6,31.58,1904
1904-05-05 15:00:00.000000000,50.0,-0.35,35.01,1904
1904-05-05 16:00:00.001716736,53.116665,1.1666666,33.75,1904
1904-05-05 19:00:00.001716736,64.083336,-9.633333,35.08,1904
1904-05-05 22:00:00.001716736,57.283333,7.7833333,32.7,1904
1904-05-05 22:00:00.001716736,50.55,0.6,35.26,1904
1904-05-06 00:00:00.000000000,50.35,-0.31666666,35.26,1904
1904-05-06 01:00:00.000107520,63.05,-9.466666,35.25,1904
1904-05-06 02:00:00.000214528,55.5,15.716666,7.2,1904
1904-05-06 03:00:00.000000000,63.833332,-9.0,35.21,1904
1904-05-06 03:00:00.000000000,57.0,8.05,33.86,1904
1904-05-06 03:00:00.000000000,64.433334,-8.616667,34.65,1904
1904-05-06 08:00:00.000858112,52.25,3.4666667,34.63,1904
1904-05-06 13:00:00.001716736,52.666668,2.4666667,34.31,1904
1904-05-06 13:00:00.001716736,56.783333,6.383333,34.63,1904
1904-05-06 18:00:00.000000000,55.233334,13.333333,7.29,1904
1904-05-06 21:00:00.000000000,56.216667,7.35,34.45,1904
1904-05-06 22:59:59.998283264,55.433334,14.766666,7.05,1904
1904-05-07 09:00:00.000000000,55.033333,7.5,33.8,1904
1904-05-07 11:00:00.000858112,62.2,-9.933333,35.28,1904
1904-05-08 04:59:59.999570944,62.666668,-8.733334,35.26,1904
1904-05-08 16:00:00.001716736,63.166668,-7.5166664,35.21,1904
1904-05-08 22:00:00.001716736,70.0,33.5,34.33,1904
1904-05-08 22:00:00.001716736,71.0,33.5,34.4,1904
1904-05-09 02:50:00.000357376,69.51667,32.933334,34.22,1904
1904-05-09 16:00:00.001716736,63.1,-6.3333335,34.79,1904
1904-05-09 19:00:00.001716736,54.5,10.366667,17.36,1904
1904-05-09 22:00:00.001716736,71.5,33.5,34.47,1904
1904-05-09 22:00:00.001716736,72.5,33.5,34.76,1904
1904-05-10 02:00:00.000214528,62.6,-6.3333335,35.25,1904
1904-05-10 06:59:59.999141888,54.666668,10.966666,16.22,1904
1904-05-10 07:40:00.000286208,72.0,33.5,34.67,1904
1904-05-10 09:00:00.000000000,57.683334,11.4,22.7,1904
1904-05-10 12:00:00.000000000,54.933334,10.216666,21.6,1904
1904-05-10 13:00:00.001716736,54.166668,11.266666,15.17,1904
1904-05-10 15:00:00.000000000,57.866665,10.7,34.9,1904
1904-05-10 21:00:00.000000000,54.466667,12.25,9.22,1904
1904-05-10 21:00:00.000000000,58.05,10.8,34.72,1904
1904-05-11 00:00:00.000000000,61.1,-8.5,35.26,1904
1904-05-11 01:00:00.000107520,58.2,10.483334,34.58,1904
1904-05-11 06:59:59.999141888,55.266666,13.016666,7.41,1904
1904-05-11 06:59:59.999141888,57.7,9.85,32.94,1904
1904-05-11 11:00:00.000858112,55.1,13.1,7.45,1904
1904-05-11 15:00:00.000000000,54.9,13.2,7.54,1904
1904-05-11 18:00:00.000000000,54.733334,13.283334,7.52,1904
1904-05-12 00:00:00.000000000,57.933334,9.666667,34.16,1904
1904-05-12 00:00:00.000000000,61.133335,-9.466666,35.26,1904
1904-05-12 04:59:59.999570944,58.35,8.933333,29.56,1904
1904-05-12 04:59:59.999570944,54.583332,15.583333,7.32,1904
1904-05-12 13:00:00.001716736,58.6,9.333333,26.35,1904
1904-05-12 18:00:00.000000000,55.25,16.666666,7.32,1904
1904-05-13 01:00:00.000107520,58.216667,11.0,33.82,1904
1904-05-13 08:00:00.000858112,54.95,18.9,7.32,1904
1904-05-13 12:00:00.000000000,60.066666,29.35,1.6,1904
1904-05-13 13:00:00.001716736,58.316666,11.55,31.94,1904
1904-05-13 13:59:59.998283264,60.1,28.8,4.29,1904
1904-05-13 16:59:59.998283264,60.116665,28.066668,5.41,1904
1904-05-13 18:00:00.000000000,58.266666,11.45,32.7,1904
1904-05-13 19:59:59.998283264,60.116665,27.483334,4.18,1904
1904-05-13 22:59:59.998283264,60.133335,26.966667,4.58,1904
1904-05-14 01:00:00.000107520,59.95,27.0,6.91,1904
1904-05-14 02:00:00.000214528,59.766666,27.033333,4.67,1904
1904-05-14 06:00:00.000000000,59.866665,26.283333,4.74,1904
1904-05-14 09:00:00.000000000,59.833332,25.616667,5.48,1904
1904-05-14 11:00:00.000858112,55.6,20.533333,7.32,1904
1904-05-14 13:00:00.001716736,59.633335,25.183332,5.32,1904
1904-05-14 13:59:59.998283264,59.716667,25.016666,5.97,1904
1904-05-14 16:59:59.998283264,59.866665,24.833334,6.06,1904
1904-05-14 19:00:00.001716736,60.066666,24.75,4.92,1904
1904-05-14 19:59:59.998283264,59.966667,24.75,5.75,1904
1904-05-14 22:59:59.998283264,59.6,24.35,6.09,1904
1904-05-15 00:10:00.000286208,70.5,36.666668,34.61,1904
1904-05-15 05:30:00.000429056,70.75,36.916668,34.61,1904
1904-05-15 06:59:59.999141888,59.5,23.733334,6.74,1904
1904-05-15 09:59:59.999141888,59.333332,23.266666,6.37,1904
1904-05-15 11:10:00.001144320,71.5,37.866665,34.78,1904
1904-05-15 12:00:00.000000000,59.433334,23.15,6.02,1904
1904-05-15 13:59:59.998283264,59.633335,23.083334,5.97,1904
1904-05-15 16:00:00.001716736,59.783333,22.983334,5.64,1904
1904-05-16 09:00:00.000000000,60.05,22.2,5.93,1904
1904-05-16 09:59:59.999141888,55.35,15.65,16.98,1904
1904-05-16 12:00:00.000000000,60.133335,21.683332,5.99,1904
1904-05-16 15:00:00.000000000,60.083332,20.95,5.91,1904
1904-05-16 16:59:59.998283264,58.8,10.383333,32.92,1904
1904-05-17 00:15:00.000026624,60.566666,18.916666,5.97,1904
1904-05-17 03:00:00.000000000,58.166668,9.3,29.29,1904
1904-05-17 09:00:00.000000000,59.966667,19.8,5.97,1904
1904-05-17 09:59:59.999141888,58.433334,9.733334,29.72,1904
1904-05-17 13:59:59.998283264,59.766666,19.766666,5.84,1904
1904-05-17 16:59:59.998283264,59.933334,19.233334,5.66,1904
1904-05-17 21:00:00.000000000,60.2,19.116667,5.99,1904
1904-05-18 06:59:59.999141888,61.2,17.866667,5.57,1904
1904-05-18 08:00:00.000858112,58.833332,11.1,30.41,1904
1904-05-18 11:00:00.000858112,61.183334,18.633333,5.57,1904
1904-05-18 15:00:00.000000000,61.066666,19.583334,5.64,1904
1904-05-18 18:00:00.000000000,61.033333,20.266666,5.64,1904
1904-05-18 21:00:00.000000000,61.133335,20.916666,5.64,1904
1904-05-19 06:59:59.999141888,61.966667,20.066668,5.61,1904
1904-05-19 11:00:00.000858112,62.666668,20.783333,5.45,1904
1904-05-19 12:00:00.000000000,62.6,20.633333,5.5,1904
1904-05-19 13:00:00.001716736,62.6,20.016666,5.59,1904
1904-05-19 16:59:59.998283264,62.666668,19.516666,5.46,1904
1904-05-19 19:00:00.001716736,58.383335,11.583333,12.54,1904
1904-05-19 19:59:59.998283264,62.783333,19.016666,5.43,1904
1904-05-19 22:00:00.001716736,62.783333,19.016666,5.32,1904
1904-05-20 03:00:00.000000000,62.95,20.383333,5.5,1904
1904-05-20 06:00:00.000000000,63.316666,20.3,5.14,1904
1904-05-20 09:00:00.000000000,63.6,20.516666,4.27,1904
1904-05-20 11:00:00.000858112,63.5,20.916666,4.0,1904
1904-05-20 12:00:00.000000000,63.483334,21.35,3.75,1904
1904-05-20 15:00:00.000000000,63.8,21.516666,3.55,1904
1904-05-20 18:00:00.000000000,64.21667,22.1,4.13,1904
1904-05-20 22:59:59.998283264,64.73333,21.516666,3.42,1904
1904-05-21 01:00:00.000107520,64.73333,22.066668,3.35,1904
1904-05-21 03:00:00.000000000,64.666664,22.7,3.46,1904
1904-05-21 08:00:00.000858112,64.433334,23.916666,3.35,1904
1904-05-21 12:00:00.000000000,64.53333,23.216667,3.41,1904
1904-05-21 16:00:00.001716736,64.96667,22.916666,3.37,1904
1904-05-21 16:59:59.998283264,65.0,22.95,3.39,1904
1904-05-21 18:00:00.000000000,61.0,4.1666665,34.42,1904
1904-05-21 22:00:00.001716736,69.2,33.466667,7.63,1904
1904-05-21 22:59:59.998283264,61.233334,3.3666668,33.92,1904
1904-05-22 02:00:00.000214528,61.433334,2.6666667,35.27,1904
1904-05-22 04:59:59.999570944,61.616665,1.9833333,33.73,1904
1904-05-22 09:00:00.000000000,61.85,1.2,35.28,1904
1904-05-22 12:00:00.000000000,61.983334,0.7,35.3,1904
1904-05-22 16:59:59.998283264,62.233334,-0.21666667,35.3,1904
1904-05-22 19:59:59.998283264,62.433334,-1.0,35.25,1904
1904-05-23 00:00:00.000000000,62.6,-1.5,35.23,1904
1904-05-23 00:00:00.000000000,62.283333,-14.3,35.29,1904
1904-05-23 02:00:00.000214528,62.716667,-1.7833333,35.2,1904
1904-05-23 06:59:59.999141888,60.133335,21.683332,5.82,1904
1904-05-23 15:00:00.000000000,59.783333,21.35,6.09,1904
1904-05-23 21:00:00.000000000,59.016666,21.083334,6.49,1904
1904-05-23 22:00:00.001716736,63.133335,-2.2333333,35.22,1904
1904-05-24 00:00:00.000000000,62.783333,-15.05,35.26,1904
1904-05-24 00:00:00.000000000,63.65,-16.333334,35.03,1904
1904-05-24 00:00:00.000000000,63.85,-16.416666,34.95,1904
1904-05-24 00:00:00.000000000,63.366665,-15.866667,35.24,1904
1904-05-24 00:00:00.000000000,63.233334,-15.6,35.23,1904
1904-05-24 00:00:00.000000000,63.516666,-16.1,35.15,1904
1904-05-24 03:00:00.000000000,59.233334,22.183332,6.46,1904
1904-05-24 06:59:59.999141888,59.433334,23.15,6.22,1904
1904-05-25 00:00:00.000000000,63.266666,-3.1833334,35.21,1904
1904-05-25 01:00:00.000107520,65.15,-8.066667,34.73,1904
1904-05-25 06:00:00.000000000,64.03333,-5.0333333,34.84,1904
1904-05-26 11:00:00.000858112,66.11667,-8.85,34.67,1904
1904-05-26 13:59:59.998283264,57.5,-1.3166666,34.78,1904
1904-05-26 19:00:00.001716736,59.766666,-2.35,35.16,1904
1904-05-26 21:00:00.000000000,67.03333,-9.583333,34.8,1904
1904-05-27 00:00:00.000000000,60.066666,-3.15,35.34,1904
1904-05-27 01:00:00.000107520,58.15,-1.8333333,34.99,1904
1904-05-27 04:59:59.999570944,58.6,-1.7666667,35.19,1904
1904-05-27 06:00:00.000000000,60.433334,-3.95,35.35,1904
1904-05-27 09:59:59.999141888,60.6,-4.3333335,35.32,1904
1904-05-27 09:59:59.999141888,59.166668,-1.45,35.23,1904
1904-05-27 13:00:00.001716736,59.433334,-1.3333334,35.23,1904
1904-05-27 15:00:00.000000000,67.5,-11.166667,34.69,1904
1904-05-27 16:00:00.001716736,59.666668,-1.2333333,35.34,1904
1904-05-27 16:59:59.998283264,60.7,-5.0,35.37,1904
1904-05-27 19:00:00.001716736,59.6,-0.68333334,35.34,1904
1904-05-28 00:00:00.000000000,59.516666,0.6166667,35.19,1904
1904-05-28 02:00:00.000214528,60.95,-5.6833334,35.26,1904
1904-05-28 06:00:00.000000000,58.916668,0.06666667,35.21,1904
1904-05-28 09:00:00.000000000,61.266666,-6.45,35.23,1904
1904-05-28 12:00:00.000000000,58.183334,-0.53333336,35.12,1904
1904-05-28 18:00:00.000000000,69.75,37.333332,34.54,1904
1904-05-28 19:00:00.001716736,67.45,-10.166667,34.63,1904
1904-05-28 21:00:00.000000000,58.0,-2.9,34.6,1904
1904-05-28 21:00:00.000000000,70.083336,40.366665,34.63,1904
1904-05-28 21:00:00.000000000,70.78333,47.133335,34.87,1904
1904-05-29 06:00:00.000000000,62.0,-6.116667,35.23,1904
1904-05-29 13:00:00.001716736,70.5,44.333332,34.74,1904
1904-05-29 16:59:59.998283264,70.7,46.0,34.76,1904
1904-05-29 21:00:00.000000000,71.0,48.666668,34.72,1904
1904-05-29 22:59:59.998283264,61.683334,-5.2833333,35.28,1904
1904-05-30 00:00:00.000000000,66.5,-14.9,34.72,1904
1904-05-30 03:00:00.000000000,61.583332,-4.4,35.3,1904
1904-05-30 09:59:59.999141888,61.383335,-3.5833333,35.32,1904
1904-05-30 16:59:59.998283264,61.316666,-2.8666668,35.37,1904
1904-05-30 19:59:59.998283264,67.583336,-12.3,34.67,1904
1904-05-31 00:00:00.000000000,66.6,-16.516666,33.73,1904
1904-05-31 01:00:00.000107520,67.8,-7.65,34.68,1904
1904-05-31 01:00:00.000107520,61.216667,-1.7666667,35.35,1904
1904-05-31 06:00:00.000000000,61.05,-0.56666666,35.39,1904
1904-05-31 21:00:00.000000000,67.8,-4.9,34.95,1904
1904-06-01 06:00:00.000000000,67.73333,-2.1,35.1,1904
1904-06-01 13:59:59.998283264,67.666664,0.2,35.07,1904
1904-06-01 22:00:00.001716736,67.5,1.9166667,35.18,1904
1904-06-02 00:00:00.000000000,66.48333,-22.416666,34.67,1904
1904-06-02 00:00:00.000000000,66.333336,-23.516666,34.98,1904
1904-06-02 00:00:00.000000000,66.1,-23.7,34.02,1904
1904-06-02 01:00:00.000107520,60.616665,0.5,35.37,1904
1904-06-02 06:59:59.999141888,67.35,4.116667,35.18,1904
1904-06-02 08:00:00.000858112,61.1,2.0,34.47,1904
1904-06-02 12:00:00.000000000,61.416668,3.0,33.77,1904
1904-06-02 15:00:00.000000000,67.2,6.366667,35.18,1904
1904-06-02 18:00:00.000000000,61.533333,2.0833333,34.49,1904
1904-06-02 21:00:00.000000000,67.11667,7.8333335,35.16,1904
1904-06-03 03:00:00.000000000,67.083336,9.133333,34.62,1904
1904-06-03 06:59:59.999141888,67.2,10.133333,33.55,1904
1904-06-03 06:59:59.999141888,61.6,-0.65,35.3,1904
1904-06-03 13:00:00.001716736,61.566666,0.73333335,35.3,1904
1904-06-05 06:59:59.999141888,66.566666,11.183333,34.49,1904
1904-06-05 15:00:00.000000000,66.066666,9.65,34.98,1904
1904-06-05 22:59:59.998283264,65.75,7.9333334,35.03,1904
1904-06-06 08:00:00.000858112,65.5,6.3333335,34.63,1904
1904-06-06 16:59:59.998283264,65.26667,4.4333334,35.07,1904
1904-06-07 00:00:00.000000000,69.583336,32.4,33.19,1904
1904-06-07 02:00:00.000214528,65.0,2.5,35.18,1904
1904-06-07 09:00:00.000000000,64.816666,0.6166667,35.1,1904
1904-06-07 16:00:00.001716736,64.88333,-1.3333334,34.95,1904
1904-06-07 22:59:59.998283264,64.916664,-2.8666668,34.9,1904
1904-06-08 01:00:00.000107520,65.066666,-6.1,34.76,1904
1904-06-08 06:00:00.000000000,65.01667,-4.5333333,34.82,1904
1904-06-09 03:00:00.000000000,56.033333,0.51666665,34.94,1904
1904-06-09 08:00:00.000858112,56.583332,0.98333335,35.03,1904
1904-06-09 09:00:00.000000000,63.966667,-1.9333334,34.92,1904
1904-06-09 13:00:00.001716736,64.183334,-3.75,34.93,1904
1904-06-09 15:00:00.000000000,57.433334,1.6833334,34.99,1904
1904-06-09 16:59:59.998283264,63.8,-0.31666666,35.02,1904
1904-06-09 21:00:00.000000000,58.1,2.2333333,35.01,1904
1904-06-10 02:00:00.000214528,58.633335,2.6666667,35.05,1904
1904-06-10 03:00:00.000000000,63.45,1.5333333,34.33,1904
1904-06-10 06:59:59.999141888,63.2,2.1,35.12,1904
1904-06-10 08:00:00.000858112,59.333332,3.4166667,35.12,1904
1904-06-10 11:00:00.000858112,62.95,2.7,35.2,1904
1904-06-10 15:00:00.000000000,60.0,2.4166667,34.65,1904
1904-06-10 15:00:00.000000000,62.7,3.3333333,32.68,1904
1904-06-10 18:00:00.000000000,62.433334,3.5666666,32.83,1904
1904-06-10 19:59:59.998283264,59.416668,1.8,34.65,1904
1904-06-11 00:05:00.000002048,58.866665,1.3666667,35.1,1904
1904-06-11 04:59:59.999570944,58.216667,0.81666666,35.05,1904
1904-06-11 09:59:59.999141888,57.833332,0.5,34.78,1904
1904-06-11 16:59:59.998283264,56.766666,-0.4,34.87,1904
1904-06-12 22:59:59.998283264,70.2,31.916666,34.33,1904
1904-06-13 16:30:00.000000000,69.666664,34.083332,34.31,1904
1904-06-17 00:00:00.000000000,65.86667,-23.933332,34.38,1904
1904-06-18 00:00:00.000000000,65.833336,-26.883333,35.14,1904
1904-06-18 00:00:00.000000000,65.88333,-24.983334,34.74,1904
